name,location,zx_type,price,url,info
沈秀琼,北京,面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/29,"  北京大学临床心理学硕士，国家二级心理咨询师，中国心理卫生协会会员。逾10年心理咨询实践经验，丰富的人生体验。,受训背景及实践经历：,系统接受首都师范大学心理系、北京大学心理系、北京大学精神卫生研究所（北京大学第六医院）等院校的国内外资深临床心理学家的专业教授和督导，获得包括精神分析治疗、家庭治疗、认知行为治疗等重要临床疗法在内的专业培训。,历任多所国家高等学府（北京大学、中央财经大学、北京师范大学、中国科学院大学等）及专业心理咨询机构和企业心理咨询师。关注婚姻家庭法律、心理问题的善行法心社创始人之一。,参与关于抑郁症、青少年人格与父母教养方式等研究，研究成果发表于国内外核心期刊；出版工作心理学相关译著。,特别关注领域：,抑郁、焦虑"
陈一格,美国达拉斯,面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/791,"美国心理咨询硕士  毕业于美国俄克拉何马州城市大学心理咨询项目,国家二级心理咨询师（编号131100000820****）,愿聆听你的烦恼，静候你的到来，陪你一路探寻，找回真实的自己！,【工作经验及培训】曾在美国注册心理咨询师从业，个案咨询时长超2900小时，团体咨询超362小时，目前仍接受美国督导Duey Freeman长期督导。统计截止 2017年6月。美国心理咨询协会会员。美国德州心理咨询协会会员。,2011年美国俄克拉荷马州赌博成瘾治疗培训,2012年美国俄克拉荷马物质成瘾治疗培训,2012年 美国俄克拉荷马大学健康科学中心儿童创伤治疗培训TF-CBT,2013年 美国俄克拉荷马州NorthCare精神卫生中心 辨证行为治疗 DBT 培训,2013年 美国俄克拉荷马危机干预中心 First Psychological Aid 培训,2016年 美国科罗拉多落基山完形马术治疗学院 马术治疗培训 阶段一,2016年 美国科罗拉多完形治疗中心  格式塔治疗,2016年－2017年 复杂性创伤治疗证书培训 ,以正念为中心的认知行为疗法。 通过关注我们的当下，来接纳那些无法改变的，对可以改变的地方进行工作。可以是通过对我们的情绪的改善，观念（认知）的接纳或是改变，以及将知行合一（付诸行动），来改善我们所面临的困境和挑战。"
唐婷婷,上海,面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/905,"致我亲爱的来访者：,      我是一名从业9年的国家职业心理咨询师，因为热爱这份工作，这些年来我一直持续接受培训和督导，并且从未停止过学习。,在你预约我做你的心理咨询师之前，有些掏心窝子的话想对你说。,准备踏入心理咨询，是一个非同一般的决定。在你没有开始咨询以前，你改变的动力有多强，其实已然决定了你的咨询有多大效果。因此，我恳请你在选择我之前，,先仔细想一想，你到底有多么想要改变？ 当你真的想要探索自我，解决自己很久心灵的困惑，,你将有更大的可能获得你想要的人生。,这一切，将会是一场你从未经历过的旅程。,若你准备好踏上这心灵之旅，我必将与你携手同行，共同成长！"
张颖,北京,面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/76652,"国家二级心理咨询师；,中科院心理所心理咨询与治疗方向研究生；,第四届中国-挪威精神分析心理治疗师及督导师三年期连续培训项目；,知名EAP顾问公司签约心理顾问，为多家世界500强企业提供EAP心理咨询服务；,连续三年持续接受专家级精神分析取向咨询师的个人分析和督导；,目前为专职心理咨询师，温暖、认真、专心地为来访者提供心理咨询服务。,【你可能是谁】,* 临床实践中，我经常与有以下困扰的来访者一起工作：,* 由童年严苛或忽视的养育环境引发的恐惧、压抑、自我不确定、自我价值感低、人际交往和亲密关系方面的困难等发展性创伤的来访者；,* 由亲人离开或去世、情感或婚姻问题导致的丧失体验的来访者；,* 常常感觉不到自己的存在、活得不快乐，或感到迷茫无助、缺乏前行动力的来访者；,* 被心理问题困扰多年，学习了大量的心理学知识，道理都懂但仍感困惑和痛苦的来访者；,* 被心理问题困扰多年，学习了大量的心理学知识，道理都懂但仍感困惑和痛苦的来访者；,* 曾经的事业型女性，现在的全职妈妈；,* 新咨询师的个人体验。,（因无专业精神科受训背景，为使来访者接受到更恰当的治疗，暂不接待经精神科诊断的正在用药的来访者。）,【受训背景】,* 渔歌轻飏心理咨询师养成计划第三期学员（周湘）；,* 第四届中国-挪威精神分析心理治疗师及督导师三年期连续培训项目（案例督导：贾晓明；团体体验：徐勇）；,* 后现代心理治疗技术培训（宣武医院&台湾杨明磊，焦点解决短期治疗、叙事疗法）；,* 稳定化技术治疗创伤后应激障碍（PTSD）的中国情境有效性培训（北大六院&简单心理）；,* 心理咨询伦理与实操（徐凯文）；,* 穿越防御：101种心理防御（J·布莱克曼）；,* 分析体验式心理咨询技术（杨凤池）；,* 自体心理学理论与实践连续培训项目（卢林）；,* 焦点解决短期治疗培训（赵然）；,* OH卡应用（团体）技术培训（甘劼）；,* 性心理培训（丁力）。,【咨询流程】,* 首次来访，我将向您介绍有关心理咨询的相关注意事项以及解答您在咨询方面的疑问；,* 第一至四次咨询为初始访谈与评估，将会对来访者的基本信息、家庭信息、原生家庭结构及经历，来访者生理、心理及社会关系资料等等信息进行收集，以帮助咨询师做出准确的诊断；,* 在之后的咨询中，我们将按照精神分析的理论和治疗框架进行心理咨询，精神分析涉及的是人格层面的整合与成长，转变的是来访者长期受到的情绪困扰、多次反复的人际困难等，冰冻三尺非一日之寒，因此我们的工作将可能会持续一段时间；,* 当来访者咨询目标达成，我们将进入到分离讨论阶段，分离结束后，来访者即踏上新的人生旅程。"
李志伟,"深圳, 广东, 中国",面对面咨询、视频咨询,850 元/次,http://jiandanxinli.com/experts/89478,"美国心理咨询协会(ACA）成员,深圳市积极心理学协会理事,北京大学（PKUSZ）心理咨询师,美国临床心理咨询师,中国国家二级心理咨询师,2008年，完成应用心理学本科阶段学习后供职于国内一家专业心理咨询机构，任专职心理咨询师。,2010年，赴美留学深造并接受西方心理咨询专业正规训练，在美国专业心理机构有近1000小时全程录像个案并接受美国资深心理学家临床督导。,2013年，获得美国临床心理咨询硕士学位后留美任综合医院精神科心理咨询师。,2014年至今，在北京大学（PKUSZ）心理咨询中心任心理咨询师、心理健康教育老师。,十三年专业心理咨询研习，六年全职心理咨询实践经验，累计咨询个案近6000小时。,长期持续接受国内家庭治疗与心理动力学派专家督导。"
王安莲,"合肥, 安徽, 中国",面对面咨询、视频咨询,500 元/次,http://jiandanxinli.com/experts/45410,"  医学学士，公共卫生硕士，主任医师，中国心理学会临床与咨询心理学注册系统注册心理师，国家二级心理咨询师，心理治疗师。美国心理学会（APA）29分会会员，数家媒体心理栏目的特约专家。,长期接受动力学个人体验；长期接受动力学案例督导；动力学个体咨询累计3000小时以上。受训背景：中国心理卫生协会精神分析专业委员会主办的2年精神分析取向心理治疗连续培训；2年中国心理学会注册督导师培训；Satir（萨堤亚）模式家庭治疗专业训练课程林文采博士的训练和督导；方新博士现代行为治疗技术操作培训与督导；李子勋亲子关系训练和督导、心理危机干预（CISD）、企业员工心理辅导计划（EAP）、催眠、音乐治疗等相关的心理咨询技术培训。,信奉：和谐——身心的和谐、人与人的和谐、人与自然的和谐。"
戴佑真,"台湾, 中国",面对面咨询、视频咨询,450 元/次,http://jiandanxinli.com/experts/127418,"(1)Satir Model萨提尔家族治疗模式专业心理师,(2)证照: 台湾谘商心理师高考(2007),(3)現任心理谘商所所长,(4)宜兰谘商心理师公会理事,(5)合作机构:,宜兰县学生辅导谘商中心 兼任心理师,宜兰县家庭教育中心 特约心理师,宜兰县家庭扶助中心 特约心理师,宜兰县社会局 特约心理师,罕见疾病基金会特约谘商心理师,宜兰神爱之家合作心理师,犯罪被害人保护协会合作心理师,各级国中小合作讲师、团体领导老师,行政院农委会林务局罗东林区管理处特约员工谘商,微憩心艺讲师 https://www.wetouchweb.com,(6)经历:10年以上的专业心理咨询经验，个別心理治疗时数超过5000小时，具丰富带领专业成长团体、讲座、工作坊经验。包括:,桃园县学生谘商中心驻校心理师,长庚科大.醒吾科大.警察大学.龙华科大等大专院校 专兼任谘商心理师,马偕医院精神科、驻淡水卫生所心理师,吕旭立基金会全职实习谘商心理师,马偕医院自杀防治中心兼任实习谘商心理师,臺大医院神经科 失智症照顾模式研究助理,林口长庚新生儿科加护病房护理师,(6)自我期许:,感觉自己像朝阳，温和的绽放，温暖心房~,感觉自己像明月，映照旅途中顿失迷惘的人影~,感觉自己像海，可容纳所有的痛苦与伤悲~,感觉自己像山，提供稳固坚毅的力量~"
高倩,"武汉, 湖北, 中国",面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/56264,  中国心理学会注册心理师（x-16-015）国家心理咨询师二级 华中师范大学应用心理学博士毕业。从2007年开始心理咨询接诊工作，至今咨询小时数九百个小时。目前在武汉市某部属高校做专职心理咨询师。系统接受动力学派 人本主义 认知行为治疗培训，稳定接受个人体验和督导。咨询风格温润，耐心，包容。好的心理咨询师就像水，他会无形地包围你，温暖你，无声地引导你而不是强迫你。
程彦予,"北京, 中国",面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/77672,"      中国心理学会临床与咨询心理学注册系统注册心理师，注册编号：X-17-009,    少年时，对人心抱有极大的好奇，慢慢年长，对人性的复杂越来越生发出理解甚至悲悯。曾经是一家著名医院的儿科临床医生，在辗转寻找了多年之后，终于找到了心理咨询这个行业，全情投入，并再也不愿离开。进入这个行业已十年，一步一步的学习、工作，踏踏实实的督导、体验。目前，累积心理咨询服务约3300小时，长年、稳定的接受赵梅老师的个案督导及国内外专家的小组督导。,    在咨询过程中始终贯穿以来访者为中心的人本取向的思想理念。擅长以精神分析为主的动力性心理咨询：以来访者的咨询目标为主，与来访者进行与其相匹配的短、中、长程咨询。视来访者的需求与实际情况，也会酌情采取相应的认知行为取向与焦点解决的咨询方案，以期更聚焦地达到来访者的咨询目标。,亲爱的来访者：你好！,    很感谢你对我的关注。,    我猜你看到了这里，可能对心理咨询有些兴趣吧？此刻，我想与你分享一点我对于心理咨询的体会。,    心理咨询的过程，一定是一个私人定制的过程，因为你就是独一无二的，属于你的心理咨询也必然是独一无二不可复制的。,    我所理解的“咨询”，是需要将学到的知识与咨询经验真正的融入我的精神与心灵，与我的经历与阅历融为一体，成为我的一部分。我心中的“心理咨询”，是我的心与你的心的触碰、相遇、同行......,    一些在工作领域叱咤风云的大男人，会在咨询室里哭得像个孩子；一些温柔娇弱的女孩子也可能在咨询室里变身为愤怒的喷火龙。但所有这一切的发生都是过程，只是为了你想要无限接近的那个目标。但这个过程，需要你我共同的耐心与努力，才能等到冰雪的消融。,    我们每个人都曾经或者正在经历着孤独与迷茫,如果你愿意,我会在这里陪你一程。"
李建伟,"天津, 中国",面对面咨询、视频咨询,500 元/次,http://jiandanxinli.com/experts/89945,  临床心理学研究生毕业，精神科主治医师，工作于大学心理研究所，从2003年从事精神分析、认知行为、人本主义等方向的咨询，咨询时间超过9000小时。接受中挪精神分析、中美团体心理动力学、EMDR、新人本整合等心理培训，并且一直接受新人本督导。完成精神分析取向的个人体验200余小时。主要接受包括遭受焦虑、抑郁、工作压力、人际关系、个人成长方向咨询。
邢皕豪,上海,面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/518028,"国家二级心理咨询师,中美精神分析联盟（CAPA）初级组在读 (2016-2018)；,东方心理分析研究院C级沙盘游戏咨询师,【专业督导】,- 每周一次（除休假）接受美方资深督导师个人督导；,- 每周一次（除休假）接受注册系统督导师个人督导；,【个人体验】,- 长期接受精神动力学取向个人体验（持续中，目前170小时+）；,- 曾参加由专业咨询师带领，存在主义动力性取向成长小组（近两年，2014-2016）。"
刘红,成都,面对面咨询、视频咨询,800 元/次,http://jiandanxinli.com/experts/4230,"  中国心理学会注册系统注册督导师（注册号：D-15-004）注册心理师（注册号：X－11－011），西南大学应用心理学研修硕士 欧洲HAP认证EMDR创伤治疗培训师候选人、督导师、治疗师，德国催眠协会（MGC）认证催眠治疗师，中国心理卫生学会特殊职业专委会委员 ，团体专委会委员，中国心理卫生学会临床心理咨询与治疗专委会EMDR学组理事，伴侣与婚姻治疗学组理事，四川省、成都市心理咨询师协会理事，成都市妇联、四川手机报等特聘心理专家,接受中德、中挪、欧洲HAP等国内外规范专业训练近4000学时（其中团体咨询专业培训近800小时），个人和集体督导800多小时，个人和团体体验分析600多小时。从业经验16年，临床咨询个案小时数近8000小时，团体咨询经验600多小时，为同行提供的个体、团体体验与督导近600小时。,师从德中心理治疗研究院原德国DGPT学会主席、IPA中国工作组主席Dr. med. Dipl. soz. Soz. Alf Gerlach，及Dr.Laimböck Annemarie，Prof.Ulrich Ertel接受6年系统精神分析训练。目前师从挪威前精神分析协会主席Prof.Sverre Varvin、美国内布拉斯加大学Robert Portnoy接受动力性专业督导师训练。,常年为Intel、IBM、汇丰、渣打银行、中行、农行、工行、商业银行、中行、联邦快递、华为集团等国内外企业提供企业员工辅助计划（EAP）以及心理资本提升（PCA）服务。,擅长领域:,1 .婚恋情感亲子关系咨询, 家庭系统咨询与辅导,2. 神经症、抑郁症等心理疾病康复期咨询与辅导和心理创伤治疗与危机干预,3. 心理减压、情绪控制、人际交往障碍咨询等心理咨询与辅导,4. 团体咨询与培训"
程江,上海,面对面咨询、视频咨询,800 元/次,http://jiandanxinli.com/experts/2054,"美国费城精神分析中心,精神分析师候选人,(Psychoanalytic Center of Philadelphia),受训项目：,CAPA中美精神分析联盟连续培训项目初级组(两年)毕业;,CAPA中美精神分析联盟连续培训项目高级组(两年)毕业;,中德精神分析培训连续项目初级组(三年)毕业;,正在进行美国费城精神分析中心(Psychoanalytic Center of Philadelphia)的精神分析师训练。,擅长领域：,中长程精神分析取向心理咨询, 包括,人际关系/亲密关系/焦虑抑郁情绪/个人成长"
欧阳黎娜,深圳,面对面咨询,500 元/次,http://jiandanxinli.com/experts/2133,"中国国家二级心理咨询师（证书编号：0803000233204590）,中国心理学会临床与咨询心理学注册系统成员 ,北京理工大学心理学硕士,北京大学心理学学士,广东省心理学会精神分析专业委员会会员,中挪精神分析高级组成员,接受国内国外精神分析的系统培训超过2000小时，个案咨询时数超过2000小时，接受国内国外老师的专业督导超过900小时，接受国际精神分析协会（IPA）成员每周4次的经典精神分析个人体验5年。,受训背景：,第一届林涛博士精神分析客体关系理论与实务培训3年9期,第三届中挪精神分析提高组培训3年,第一届中英婴儿观察及青少年心智化培训3年 婴儿观察项目1年,中德模式精神分析培训3年,曾奇峰精神分析培训4年,李小龙精神分析培训3年"
吴微,咸宁，湖北,面对面咨询、视频咨询,200 元/次,http://jiandanxinli.com/experts/96365,"         在临床从事心理咨询与治疗4年的时间，与当事人一起奋斗与成长，见证生命不屈的过程。发现，能让当事人症状的缓解并让当事人成长的，并非是在心理治疗深入骨髓的痛苦，而是一种被温柔对待的过程。,         暂时只接受视频咨询，9月份后接受面对面咨询。"
崔津津,"北京, 北京, 中国",面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/14309,"70后靠谱心理咨询师。,07年入行，带着不断成长的收获和感悟，遇见一个个在痛苦中、在迷茫中、在无助中鲜活的生命。,“只有用心才能抵达你！”咨询室中，我听到，我看到，生命中有那么多的痛、那么多的伤、那么多的恨！我也听到，我也看到，生命内核又有那么多的爱、那么多的希望、那么多的力量！,是的，咨询中会有痛！这里，不仅有让你舒服的被理解和接纳的温暖，还有让你看清自己的“迎头一棒”，更有痛而后悟的欣慰释怀和破茧成蝶的成长！,相信我，所有的痛都是的价值的，我在这里陪你！,【专业资质与专业工作】,国家二级心理咨询师,北京心理卫生协会会员,北京大学心理咨询与治疗中心外聘心理咨询师,【专业受训背景】,中科院心理研究所 心理咨询师专业培训,中科院心理研究所青少年心理健康教育及心理咨询方向研究生,中美精神动力学夫妻治疗连续培训（指导老师：大卫•萨夫）,中德催眠治疗连续培训,行为治疗培训 危机管理与哀伤辅导培训（指导老师：方新）,认知治疗培训（指导老师：廖凤池）,焦点治疗培训（指导老师：李维素）,父母效能培训师培训（指导老师：钟思嘉）,性心理治疗培训（指导老师：方刚）,克莱因客体关系学派理论与实务连续培训（指导老师：林涛）"
赵嘉路,北京,面对面咨询、视频咨询,600 元/次,http://jiandanxinli.com/experts/4116,"大学老师，同时担任心理咨询中心主任,北京理工大学心理咨询方向博士在读  曾在香港理工大学社会工作系交换学习,北京理工大学心理咨询与治疗硕士项目临床督导,中国心理学会临床与咨询心理学专业注册系统 注册心理师（注册号：X-14-064）,中国心理卫生协会注册催眠治疗师（CH-17-140),中美精神分析联盟初级组毕业，高级组在读（CAPA）,中央人民广播电台香港之声、都市之声特邀专家,接受过精神分析治疗，精神动力学治疗，客体关系治疗，催眠治疗，团体心理治疗、完型疗法、短期焦点解决治疗、SSLD（知行易径）行为治疗、戏剧治疗、舞动治疗、创伤治疗等多种丰富的心理疗法训练，有超过4000小时的临床咨询工作经验，除面对面咨询外，擅长网络心理咨询（视频），并从事网络心理咨询研究。长期接受美国著名精神分析师一对一督导及美国资深精神分析师个人体验； 参加贾晓明，苏晓波固定督导小组督导，累计督导800小时以上。目前正受训于贾晓明教授督导师培训，此外还从事心理咨询与治疗的相关教学研究，并提供个人心理咨询和咨询师临床督导。"
蒋晓玲,成都,面对面咨询,500 元/次,http://jiandanxinli.com/experts/5439,"  国家二级心理咨询师,,中美精神分析联盟（CAPA）初级组和高级组毕业。,四川大学应用心理学方向研究生,四川省成都市精神分析专业协会会员,长期接受美国精神分析取向治疗师Dr.Rose Latino的个人咨询，和美国精神分析师Dr.Frederic J. Levine的个人督导，临床咨询时间超过3000个小时。,2014年开始个人执业,寄语：当你迷茫无助时，希望可以陪你一起走过这一段风雨路，至于这段路要走多长时间，是不是短期内就能获得改变，这个并不取决于我，是需要我们共同探索和努力的过程。当然，这个过程也不会是一帆风顺，甚至有时你会觉得不想面对或没有意义，想马上逃离掉，这恰恰是我们可以深入探索的机会，希望我们会在心灵更深处相遇， 这将是一段不同寻常的经历与体验，期待与你相遇。,设置：需要稳定的时间和频率咨询,如果您在成都本地，建议面询。"
黄玉飞,"北京, 中国",面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/21382,"  国家二级心理咨询师，北京大学应用心理学系研究生，北大医学部兼职咨询师。接受全面系统的心理动力、认知行为、存在主义的连续培训，持续接受督导和个人体验，目前为全职咨询师。,从事心理咨询前逾十载法律、管理、高校工作的经历。喜欢文学、哲学、电影，热爱一切美的事物。咨询风格温暖有人味。我希望自己是那个温暖而稳定的存在，陪你一起去经历，去爱，去生活，去共同面对那些挫折和痛苦，陪你去找到属于你自己的路。"
熊乂莹,美国俄亥俄州,视频咨询,300 元/次,http://jiandanxinli.com/experts/304507,美国俄亥俄大学心理咨询与督导专业博士候选生，美国心理咨询协会注册会员，美国心理咨询与督导协会注册会员。从业3年，目前在美国一高校心理咨询中心从事心理咨询工作。
方萌,"北京, 中国",面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/279423,"美国Mississippi College婚姻家庭咨询学硕士,大连医科大学应用心理学硕士,国家二级心理咨询师,美国心理协会（APA）会员,美国CACREP认证的咨询学硕士项目，接受硕士项目内系统的美国婚姻家庭咨询相关课程，短期咨询，艾瑞克森式催眠和团体咨询课程，并完成督导下专业实习600多小时。,技术导向：婚姻家庭咨询，整合咨询和短期咨询,个人咨询常用技术：格式塔治疗（完形），存在主义心理咨询，艾瑞克森式治疗（包括艾瑞克森式催眠），焦点聚焦，积极心理咨询，暗喻治疗，基于冥想的心理咨询（Mindfulness-based Therapy），REBT,婚姻家庭治疗技术：短期家庭治疗，结构家庭治疗，萨提亚模式，内在家庭系统治疗（IFST）， 图式家庭治疗（Schema Therapy），情绪聚焦家庭治疗（EFT），鲍温世代家庭治疗（Bowen Intergenerational Therapy）,曾实践机构：大连市心理医院，Fondren Institute, Mississippi Children's Home Services, Oakley Training School。,咨询特色：,我的心理咨询理念是有效性（Effective），灵活性（Flexible）和创造性(Creative)，这三个理念将贯彻在我咨询的每一阶段。,1.	我强调此时此刻的感受和体验，以及怎样和来访一起探索其独特的走向更好明天的途径。除非一些特殊的问题需要，比如依恋问题，情感图式等，较少去深究已经过去的陈年往事。我致力于帮助每一个人改善现在的身心体验，更积极乐观地面对未来。,2.	注重人的家庭和人际关系对其的影响。人是一种社会性动物，心理问题的产生也是不能脱离这一社会环境而单独存在。通过个人能力和体验的改变，改善原有人际问题，完善一个家庭的家庭功能，从而更好地解决更多的心理，行为，和婚姻家庭问题。,3.	我的心理咨询有明显的人本-存在主义哲学以及建构主义哲学基础（后现代心理治疗哲学基础）。我会注重人性中积极美好的东西，会去探索和思考每一个人在其主观世界中心理行为的意义。感受和理解每一个人在他的主观世界中体验的独特性，不去主观臆断其人生。注重怎样让每一个人利用自身优势，结合咨询中新的认识和新的技巧，更好地面对明天。,4.	注重多角度去思考每一个人问题的复杂性，从多个心理咨询理论的视角来更全面立体地认识每一个人所想要解决的问题，以及其独特的主观世界。尊重每一个人独一无二的存在。针对每一个案例的咨询目的，特点和可利用的优势资源，针对性地整合心理咨询技术，通过多种心理咨询技术的多种有效治疗机制实现心理咨询的目的。,5.	在婚姻家庭治疗中，我会和每一个家庭成员一起从多个角度去分析家庭的情感沟通模式，家庭结构，世代的家庭模式，认知模式，以及家庭功能的完整性。通过改善沟通，情感表达模式，认知图式，家庭成员间子系统的关系，从而改善家庭功能，达到治疗家庭成员的情绪，心理和行为等问题这一目的。"
刘茵,"北京, 中国",面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/70650,  国家二级心理咨询师，第六期中德精神分析连续培训项目成员。2012年开始从事心理咨询工作，个案量累计约1000小时，目前为个人执业。
许恩婷,"Ithaca(伊薩卡), Syracuse(雪城), 纽约，美国",面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/124688,"★婚姻与家族治疗师(LPMFT),★接受个人心理治疗、家庭治疗专业训练（谘商学士、家族治疗硕士）,★内在家族系统认证训练（Internal Family Systems Therapy): 脑神经科学证据支持，研究支持其效果(evident-based therapy),★研究童年创伤经验的影响与治疗,帮助你在改变自己的同时，也影响身旁重要的人,我相信每个人都需要一个能完全信任的关系。它给我们勇气，能探索每个角落的自己。如果你常感到悲伤或愤怒，却不知道他们从何而来; 如果你一直试图摆脱一些行为，最后却还是回到原点; 或是你发现你一生都在忙着得到成功、完美、或一种你渴求的爱。谘商，是一个适合你探索自己的地方。,我接受个人心理治疗（佛洛伊德、客体关系等）以及家族系统治疗（依附关系、情绪焦点治疗、鲍温系统理论）的专业训练。特別受训於一门已被研究证实有效的理论：内在家族系统治疗。简单来说：常常你以为问题出在自己，其实跟別人的关系才是让你痛苦的原因; 不过跟別人的关系也不是让你真正痛苦的原因，治癒和改變的鑰匙，仍然握在你手中。它能帮助你处理关系上的冲突，帮助你在更深的层次上了解自己、了解你爱的人。它特別适合处理的问题有：伴侣关系、创伤经验、愤怒管理、忧郁、焦虑、自我价值、人际关系、饮食失调。"
练达懿,美国纽约,视频咨询,500 元/次,http://jiandanxinli.com/experts/48425,"国家二级心理咨询师,纽约州执业心理咨询师,受训于纽约怀特精神分析学院(William Alanson White Institute of Psychiatry, psychoanalysis and psychology) ,中美精神分析联盟（CAPA）初级组毕业,有丰富的中美两地的心理咨询经验，提供中文、英文双语咨询,曾任上海团市委12355求助热线志愿咨询师，以及上海复旦大学学生咨询中心外聘心理咨询师。,提供精神动力取向的一对一长程咨询，以及咨询师的个人体验。"
徐紫薇,北京,面对面咨询、视频咨询,550 元/次,http://jiandanxinli.com/experts/4515,"美国宾夕法尼亚大学心理咨询硕士,高校专职心理咨询师,国家二级心理咨询师,中美精神分析联盟(CAPA)初级组、高级组毕业 督导组在读,曾任美国贝克认知行为治疗学院-北京安定医院认知行为治疗标准化培训翻译,个案经验1000+小时，督导小时数200+，个人治疗小时数150+,曾在美国费城University of Sciences及Consortium社区心理咨询中心实习达300小时,现每周2小时个体督导，中美资深督导各一名；每月团体督导3小时,【写给寻求咨询的你】,我是一名动力学取向的心理咨询师，这就意味着我会对你的早期成长经历、我们在咨询当下的互动体验非常关注。如果你的咨询目标是解决一个长期困扰你的问题，你发现自己总在同样的模式里绕了又绕，比如工作换了一个又一个，总是和老板的关系不好；数次被别人排挤；持续感到紧张焦虑，越有压力越想逃，等等，非常欢迎你来预约我的咨询，我有信心帮到你。经过我们一段时间的工作，你会发现跳出旧模式，原来生活也可以如此美好。当然，这些变化不是通过一次咨询就可以解决的，所以记得选时间时挑一个你每周都有空，可以稳定来咨询的时间段喔~"
唐苏勤,深圳,视频咨询,500 元/次,http://jiandanxinli.com/experts/6921,"香港大学临床社会工作 博士生,北京师范大学临床心理学 硕士,中山大学应用心理学 学士,2006年9月开始学习心理学；,2008年9月开始学习心理咨询；,2010年9月开始接受认知行为治疗系统训练，师从北京师范大学临床心理学教授王建平；,2014年9月开始进行临终关怀与哀伤辅导的研究与实践；,2016年12月成为美国死亡教育与咨询协会(ADEC)注册生死学家(CT)。,硕士阶段研究领域：强迫症的心理机制，丧亲人群认知特点,博士阶段研究领域：丧亲人群认知特点，临终关怀与哀伤辅导,咨询风格：关心来访者内在成长愿望，激发其改变动机，关切聆听、温和陪伴、也发掘其自身资源、能力和优势，鼓励其不断看到并实践新的可能性，获得掌控感和成就感。,【来访者的话】（已征得知情同意）,“其实判断事情该不该做，做的对不对等，标准就一个，我愿意吗？这是一个划时代的转变，我以前从来想不起问自己这个问题，太忽略自己。……我只是对自己进行了纠正，原来走偏了就纠回来，回到一个健康人生的生活轨道上来。现在有更多丰富的选择，走的不再是独木桥而是宽阔的马路。……和你的对话中，我们都是投入的。我认识到，知识是死的，你必须去感悟去实践才能变成自己的，这个道理很简单，但不是每个人都理解并去做的，之前我上学的时候，记不清哪个老师说过这句话，可我没把它当成金科玉律。别人告诉了我她的感悟，但是如果没有自己的生活实践和思考感悟就不会有自己思想的升华，别人的始终是别人的，我带不走，也不能据为己有。”"
吴艳敏,"南京, 江苏, 中国",面对面咨询、视频咨询,300 元/次,http://jiandanxinli.com/experts/44803," 南京师范大学应用心理学硕士，心理培训翻译（中德完形、心理剧与南京中美督导等）,国家心理咨询师二级,中国心理学会临床与咨询心理学注册心理师（公示期）,8年心理学专科学习，5年心理咨询从业经验。从2012年开始开始从事心理咨询，并接受国内外个体和团体督导，其中接受前欧洲完形学会主席Peter Schulthess和德国完形治疗学院创始人之一的Rasmus Brigitte的团体督导。,2016年8月在欧洲参加为期两周的完形心理治疗高阶培训。,参加过中德第三届完形心理治疗培训（3年）/叙事治疗培训（2年），短期焦点培训（2年），心理剧培训（3年），目前接受完形督导师的督导。,2017年8月在欧洲参加为期两周的完形心理治疗高阶培训。,目前在持续学习完形心理治疗，接受完形督导与个人体验，定期参与线下朋辈督导。"
